,original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik,tokenized_text,stopword_tokenized,stemming_text
576,basherrl heh kontol jan sok pemes lu di rp muka kek memek org tua lu kek monyet agama lu aje agama kontol,twitter,1,0,0,0,"['basherrl', 'heh', 'kontol', 'jan', 'sok', 'pemes', 'lu', 'di', 'rp', 'muka', 'kek', 'memek', 'org', 'tua', 'lu', 'kek', 'monyet', 'agama', 'lu', 'aje', 'agama', 'kontol']","['basherrl', 'heh', 'kontol', 'jan', 'sok', 'pemes', 'lu', 'rp', 'muka', 'kek', 'memek', 'org', 'tua', 'lu', 'kek', 'monyet', 'agama', 'lu', 'aje', 'agama', 'kontol']",basherrl heh kontol jan sok mes lu rp muka kek memek org tua lu kek monyet agama lu aje agama kontol
577,tinaashop endorse iklan kehamilan kok sama bencong wanita asli yg ori banyak waah gak dijamin nih produk nya cuma buat nambah follower doang kualitas produk diragukan,instagram,0,0,0,0,"['tinaashop', 'endorse', 'iklan', 'kehamilan', 'kok', 'sama', 'bencong', 'wanita', 'asli', 'yg', 'ori', 'banyak', 'waah', 'gak', 'dijamin', 'nih', 'produk', 'nya', 'cuma', 'buat', 'nambah', 'follower', 'doang', 'kualitas', 'produk', 'diragukan']","['tinaashop', 'endorse', 'iklan', 'kehamilan', 'bencong', 'wanita', 'asli', 'yg', 'ori', 'waah', 'gak', 'dijamin', 'produk', 'nambah', 'follower', 'doang', 'kualitas', 'produk', 'diragukan']",tinaashop endorse iklan hamil bencong wanita asli yg ori waah gak jamin produk nambah follower doang kualitas produk ragu
578,gila lu ndro ardix contohnya tetek infolengkap jk kmu merasa mau pingsan segera remas benda apa sj yg ada di dekat kmu,twitter,1,0,0,0,"['gila', 'lu', 'ndro', 'ardix', 'contohnya', 'tetek', 'infolengkap', 'jk', 'kmu', 'merasa', 'mau', 'pingsan', 'segera', 'remas', 'benda', 'apa', 'sj', 'yg', 'ada', 'di', 'dekat', 'kmu']","['gila', 'lu', 'ndro', 'ardix', 'contohnya', 'tetek', 'infolengkap', 'jk', 'kmu', 'pingsan', 'remas', 'benda', 'sj', 'yg', 'kmu']",gila lu ndro ardix contoh tetek infolengkap jk kmu pingsan remas benda sj yg kmu
579,aduh sis lamanya lagu tu nak keluar tak pe klau dh kluar nnti sya akan dengar puas puas dan sepuasnya,instagram,0,0,0,0,"['aduh', 'sis', 'lamanya', 'lagu', 'tu', 'nak', 'keluar', 'tak', 'pe', 'klau', 'dh', 'kluar', 'nnti', 'sya', 'akan', 'dengar', 'puas', 'puas', 'dan', 'sepuasnya']","['aduh', 'sis', 'lagu', 'tu', 'nak', 'pe', 'klau', 'dh', 'kluar', 'nnti', 'sya', 'dengar', 'puas', 'puas', 'sepuasnya']",aduh sis lagu tu nak pe klau dh kluar nnti sya dengar puas puas puas
580,kartu tsel gb k kartu xl gb k kartu im gb k kartu exis gb k join agen all gg order dmwa,instagram,0,0,0,0,"['kartu', 'tsel', 'gb', 'k', 'kartu', 'xl', 'gb', 'k', 'kartu', 'im', 'gb', 'k', 'kartu', 'exis', 'gb', 'k', 'join', 'agen', 'all', 'gg', 'order', 'dmwa']","['kartu', 'tsel', 'gb', 'k', 'kartu', 'xl', 'gb', 'k', 'kartu', 'im', 'gb', 'k', 'kartu', 'exis', 'gb', 'k', 'join', 'agen', 'all', 'gg', 'order', 'dmwa']",kartu tsel gb k kartu xl gb k kartu im gb k kartu exis gb k join agen all gg order dmwa
581,woi goblok baca tulisan sy bedakan aksi kriminal krn mabok dan aksi atas nama agama soal orng mabuk mmg sdh tabiat di papua pendeta saja di hajar sy sls sm ko smp besok polres sorong tdk tagpi sa tag mrk setiap hari sy sls,twitter,0,1,0,1,"['woi', 'goblok', 'baca', 'tulisan', 'sy', 'bedakan', 'aksi', 'kriminal', 'krn', 'mabok', 'dan', 'aksi', 'atas', 'nama', 'agama', 'soal', 'orng', 'mabuk', 'mmg', 'sdh', 'tabiat', 'di', 'papua', 'pendeta', 'saja', 'di', 'hajar', 'sy', 'sls', 'sm', 'ko', 'smp', 'besok', 'polres', 'sorong', 'tdk', 'tagpi', 'sa', 'tag', 'mrk', 'setiap', 'hari', 'sy', 'sls']","['woi', 'goblok', 'baca', 'tulisan', 'sy', 'bedakan', 'aksi', 'kriminal', 'krn', 'mabok', 'aksi', 'nama', 'agama', 'orng', 'mabuk', 'mmg', 'sdh', 'tabiat', 'papua', 'pendeta', 'hajar', 'sy', 'sls', 'sm', 'ko', 'smp', 'besok', 'polres', 'sorong', 'tdk', 'tagpi', 'sa', 'tag', 'mrk', 'sy', 'sls']",woi goblok baca tulis sy beda aksi kriminal krn mabok aksi nama agama orng mabuk mmg sdh tabiat papua pendeta hajar sy sls sm ko smp besok polres sorong tdk tagpi sa tag mrk sy sls
582,paket badan lskin ini memutihkan mengangkat sel kulit mati daki yang menempel bandel dan memutihkan seperti kulit bayi produk aman dan sudah lulus bpom dan disin aku garansikan produk lskin apabila pemakaian bulan kulit kalian tidak membuahkan hasil uang kalian aku kembalikan dan harga menyamarkan dengan kualitas ya sayang dan jadilan custamer yang pintar dalam memilih produk kecantikan kepoin saja yuuu di lukay lskinncare,instagram,0,0,0,0,"['paket', 'badan', 'lskin', 'ini', 'memutihkan', 'mengangkat', 'sel', 'kulit', 'mati', 'daki', 'yang', 'menempel', 'bandel', 'dan', 'memutihkan', 'seperti', 'kulit', 'bayi', 'produk', 'aman', 'dan', 'sudah', 'lulus', 'bpom', 'dan', 'disin', 'aku', 'garansikan', 'produk', 'lskin', 'apabila', 'pemakaian', 'bulan', 'kulit', 'kalian', 'tidak', 'membuahkan', 'hasil', 'uang', 'kalian', 'aku', 'kembalikan', 'dan', 'harga', 'menyamarkan', 'dengan', 'kualitas', 'ya', 'sayang', 'dan', 'jadilan', 'custamer', 'yang', 'pintar', 'dalam', 'memilih', 'produk', 'kecantikan', 'kepoin', 'saja', 'yuuu', 'di', 'lukay', 'lskinncare']","['paket', 'badan', 'lskin', 'memutihkan', 'mengangkat', 'sel', 'kulit', 'mati', 'daki', 'menempel', 'bandel', 'memutihkan', 'kulit', 'bayi', 'produk', 'aman', 'lulus', 'bpom', 'disin', 'garansikan', 'produk', 'lskin', 'pemakaian', 'kulit', 'membuahkan', 'hasil', 'uang', 'kembalikan', 'harga', 'menyamarkan', 'kualitas', 'sayang', 'jadilan', 'custamer', 'pintar', 'memilih', 'produk', 'kecantikan', 'kepoin', 'yuuu', 'lukay', 'lskinncare']",paket badan lskin mutih angkat sel kulit mati daki tempel bandel mutih kulit bayi produk aman lulus bpom sin garansi produk lskin pakai kulit buah hasil uang kembali harga samar kualitas sayang jadilan custamer pintar pilih produk cantik poin yuuu lukay lskinncare
583,ya wajar saja papua ingin pisah sama nkri liat aja kondisi papua sekarang yg sangat memprihatinkan ingat bung indonesia bukan cuma jawa,twitter,0,0,0,0,"['ya', 'wajar', 'saja', 'papua', 'ingin', 'pisah', 'sama', 'nkri', 'liat', 'aja', 'kondisi', 'papua', 'sekarang', 'yg', 'sangat', 'memprihatinkan', 'ingat', 'bung', 'indonesia', 'bukan', 'cuma', 'jawa']","['wajar', 'papua', 'pisah', 'nkri', 'liat', 'aja', 'kondisi', 'papua', 'yg', 'memprihatinkan', 'indonesia', 'jawa']",wajar papua pisah nkri liat aja kondisi papua yg prihatin indonesia jawa
584,bthkm gimana kamu bisa ngerasain itu enak dan nggak klo kamu sendiri ga bisa merasakan into dakwah itu ya dimulai dari diri sendiri klo seyogyanya kamu sudah bener bisa lah masih nasehat ke orang lain gimana sih,instagram,0,0,0,0,"['bthkm', 'gimana', 'kamu', 'bisa', 'ngerasain', 'itu', 'enak', 'dan', 'nggak', 'klo', 'kamu', 'sendiri', 'ga', 'bisa', 'merasakan', 'into', 'dakwah', 'itu', 'ya', 'dimulai', 'dari', 'diri', 'sendiri', 'klo', 'seyogyanya', 'kamu', 'sudah', 'bener', 'bisa', 'lah', 'masih', 'nasehat', 'ke', 'orang', 'lain', 'gimana', 'sih']","['bthkm', 'gimana', 'ngerasain', 'enak', 'nggak', 'klo', 'ga', 'merasakan', 'into', 'dakwah', 'klo', 'seyogyanya', 'bener', 'nasehat', 'orang', 'gimana', 'sih']",bthkm gimana ngerasain enak nggak klo ga rasa into dakwah klo seyogyanya bener nasehat orang gimana sih
585,idiot anjing memeq lo jahanam lahir hasil dr nafsu nasbung thdp memeq jd nya elu nncoba anak lu biji meninggal dlm sehari pal kon pala kontl nnkok bs org slam pikiran nya semenjijikan ini,kaskus,1,1,0,1,"['idiot', 'anjing', 'memeq', 'lo', 'jahanam', 'lahir', 'hasil', 'dr', 'nafsu', 'nasbung', 'thdp', 'memeq', 'jd', 'nya', 'elu', 'nncoba', 'anak', 'lu', 'biji', 'meninggal', 'dlm', 'sehari', 'pal', 'kon', 'pala', 'kontl', 'nnkok', 'bs', 'org', 'slam', 'pikiran', 'nya', 'semenjijikan', 'ini']","['idiot', 'anjing', 'memeq', 'lo', 'jahanam', 'lahir', 'hasil', 'dr', 'nafsu', 'nasbung', 'thdp', 'memeq', 'jd', 'elu', 'nncoba', 'anak', 'lu', 'biji', 'meninggal', 'dlm', 'sehari', 'pal', 'kon', 'pala', 'kontl', 'nnkok', 'bs', 'org', 'slam', 'pikiran', 'semenjijikan']",idiot anjing memeq lo jahanam lahir hasil dr nafsu nasbung thdp memeq jd elu nncoba anak lu biji tinggal dlm hari pal kon pala kontl nnkok bs org slam pikir jijik
586,telah wafat jamaah tetap majelis aljabhah fpi wakil ketua mpr ri senator senior orang tua guru kita dr a m fatwa selamat jalan pejuang semoga selalu menang hidup tenang senang disisi allah yang maha penyayang pic twitter comtpnjcabqmu,twitter,0,0,0,0,"['telah', 'wafat', 'jamaah', 'tetap', 'majelis', 'aljabhah', 'fpi', 'wakil', 'ketua', 'mpr', 'ri', 'senator', 'senior', 'orang', 'tua', 'guru', 'kita', 'dr', 'a', 'm', 'fatwa', 'selamat', 'jalan', 'pejuang', 'semoga', 'selalu', 'menang', 'hidup', 'tenang', 'senang', 'disisi', 'allah', 'yang', 'maha', 'penyayang', 'pic', 'twitter', 'comtpnjcabqmu']","['wafat', 'jamaah', 'majelis', 'aljabhah', 'fpi', 'wakil', 'ketua', 'mpr', 'ri', 'senator', 'senior', 'orang', 'tua', 'guru', 'dr', 'a', 'm', 'fatwa', 'selamat', 'jalan', 'pejuang', 'semoga', 'menang', 'hidup', 'tenang', 'senang', 'disisi', 'allah', 'maha', 'penyayang', 'pic', 'twitter', 'comtpnjcabqmu']",wafat jamaah majelis aljabhah fpi wakil ketua mpr ri senator senior orang tua guru dr a m fatwa selamat jalan juang moga menang hidup tenang senang sisi allah maha sayang pic twitter comtpnjcabqmu
587,haha mw k pgl ko tp malu k krn cina skali ko hahaha melita ej geebriell hampir moko di ganyang di somba http mtw tllhkxog,twitter,0,0,0,0,"['haha', 'mw', 'k', 'pgl', 'ko', 'tp', 'malu', 'k', 'krn', 'cina', 'skali', 'ko', 'hahaha', 'melita', 'ej', 'geebriell', 'hampir', 'moko', 'di', 'ganyang', 'di', 'somba', 'http', 'mtw', 'tllhkxog']","['haha', 'mw', 'k', 'pgl', 'ko', 'tp', 'malu', 'k', 'krn', 'cina', 'skali', 'ko', 'hahaha', 'melita', 'ej', 'geebriell', 'moko', 'ganyang', 'somba', 'http', 'mtw', 'tllhkxog']",haha mw k pgl ko tp malu k krn cina skali ko hahaha melita ej geebriell moko ganyang somba http mtw tllhkxog
588,khyvankat kasihan kamu yang tai itu kamu deh nek soalnya ngewe aja ga pernah ama cogan masuk berbelanja butik branded hermes gucci dior channel dan balenciaga kayak dia aja lu ga bisa kasihan nasib lu nek setidaknya dia kalo pun bencong tetap ada kelasnya yg pasti ga kelas sampah kek lu nek tul khan say miss ichigo,instagram,1,0,0,1,"['khyvankat', 'kasihan', 'kamu', 'yang', 'tai', 'itu', 'kamu', 'deh', 'nek', 'soalnya', 'ngewe', 'aja', 'ga', 'pernah', 'ama', 'cogan', 'masuk', 'berbelanja', 'butik', 'branded', 'hermes', 'gucci', 'dior', 'channel', 'dan', 'balenciaga', 'kayak', 'dia', 'aja', 'lu', 'ga', 'bisa', 'kasihan', 'nasib', 'lu', 'nek', 'setidaknya', 'dia', 'kalo', 'pun', 'bencong', 'tetap', 'ada', 'kelasnya', 'yg', 'pasti', 'ga', 'kelas', 'sampah', 'kek', 'lu', 'nek', 'tul', 'khan', 'say', 'miss', 'ichigo']","['khyvankat', 'kasihan', 'tai', 'deh', 'nek', 'ngewe', 'aja', 'ga', 'ama', 'cogan', 'masuk', 'berbelanja', 'butik', 'branded', 'hermes', 'gucci', 'dior', 'channel', 'balenciaga', 'kayak', 'aja', 'lu', 'ga', 'kasihan', 'nasib', 'lu', 'nek', 'kalo', 'bencong', 'kelasnya', 'yg', 'ga', 'kelas', 'sampah', 'kek', 'lu', 'nek', 'tul', 'khan', 'say', 'miss', 'ichigo']",khyvankat kasihan tai deh nek ngewe aja ga ama cogan masuk belanja butik branded hermes gucci dior channel balenciaga kayak aja lu ga kasihan nasib lu nek kalo bencong kelas yg ga kelas sampah kek lu nek tul khan say miss ichigo
589,baca drtd mpe skrg gk tau yg diomongin siapa sih karput kartika putri lha habib tuh siapa sih penasaran euyy,instagram,0,0,0,0,"['baca', 'drtd', 'mpe', 'skrg', 'gk', 'tau', 'yg', 'diomongin', 'siapa', 'sih', 'karput', 'kartika', 'putri', 'lha', 'habib', 'tuh', 'siapa', 'sih', 'penasaran', 'euyy']","['baca', 'drtd', 'mpe', 'skrg', 'gk', 'tau', 'yg', 'diomongin', 'sih', 'karput', 'kartika', 'putri', 'lha', 'habib', 'tuh', 'sih', 'penasaran', 'euyy']",baca drtd mpe skrg gk tau yg diomongin sih karput kartika putri lha habib tuh sih penasaran euyy
590,hati hati bencong bgst ntar jakun lo turun ke perut biasa biasa aja ya ajg,instagram,0,0,0,1,"['hati', 'hati', 'bencong', 'bgst', 'ntar', 'jakun', 'lo', 'turun', 'ke', 'perut', 'biasa', 'biasa', 'aja', 'ya', 'ajg']","['hati', 'hati', 'bencong', 'bgst', 'ntar', 'jakun', 'lo', 'turun', 'perut', 'aja', 'ajg']",hati hati bencong bgst ntar jakun lo turun perut aja ajg
591,quoterausanvikriaefacacbmaaf deh baru paham saya biasanya juga saya bodo amatanabaikan kalau soal agama cuman karena rasa penasaran sama pemikiran agan ntadinya mau pm cuman gak jadi gak bisa masukin link nnnnmaaf aja ketsnya kalau isi komentar dithreadnya kaya gini nnnnmaksud agan wilayah ini nnnnitu artinya wilayah diatas bukan hanya membelakangi tapi juga mengkirikan mengkanankan mengedepankan menyerongkan kiblat karena bumi itu bulatbola duniaglobe bukan lingkarancircle nseperti gambar yang agan kasih nnimg s kaskus idimages jpgimgnnnnini yang bikin saya mikir gak jelas jadi karena nabi muhammad menentukan kiblat otomatis dia jadi gagal totalpenganut flat earth gitu nnmuslim emang sujud kearah kabah tapi kan yang di sembahdisujudkan allah bukan kabahnya kabah itu kiblat coba kita cari tahu dulu apa sih fungsi kiblat kabah itu urlhttp rumoncarter blogspot co iddefinisidanfungsikiblat html mkiblat kabah memiliki fungsi sebagai pemersatu umat islam yang apabila mereka dibiarkan shalat menghadap ke arah mana saja yang disukainya maka akan nampaklah perselisihanurl url rumaysho commendukungfatwamuimengenaiarahkiblat htmldan ternyata gak mengahadap kiblat kabah juga boleh cuman ada syaratsyaratnyakondisi tertentu urlnnnnedit nlupa ngomong intinya bumi itu bulat bukan lingkaran nbulat bola tahu bulat dll itu beda dari lingkaran uang koin ban dll nnimg s kaskus idimages gifimgquotennkalau gitu knp muslim ga ngumpul ke pulau tematagi lautan pasifik yg kamu sebut itu aja krn hny disana lah aturan arah sholat muhammad tidak mengalami bug ngakaknnselain wilayah itu berarti kiblat sholat mengarah kalau kita ngoto bilang meggarah nyatanya muslim sholat ke arah langitbintang bsekaligus pantatinmembelakangib kabbah lihat gambar disini muhammad ketahuan tidak menyadari bahwa bumi bulat ngakaknnimg s kaskus idimages jpgimgnnloe nulis panjang sm sekali tidak menjawab kaliamt saya diatas malah ngelatur kmn ngakak,kaskus,0,0,0,0,"['quoterausanvikriaefacacbmaaf', 'deh', 'baru', 'paham', 'saya', 'biasanya', 'juga', 'saya', 'bodo', 'amatanabaikan', 'kalau', 'soal', 'agama', 'cuman', 'karena', 'rasa', 'penasaran', 'sama', 'pemikiran', 'agan', 'ntadinya', 'mau', 'pm', 'cuman', 'gak', 'jadi', 'gak', 'bisa', 'masukin', 'link', 'nnnnmaaf', 'aja', 'ketsnya', 'kalau', 'isi', 'komentar', 'dithreadnya', 'kaya', 'gini', 'nnnnmaksud', 'agan', 'wilayah', 'ini', 'nnnnitu', 'artinya', 'wilayah', 'diatas', 'bukan', 'hanya', 'membelakangi', 'tapi', 'juga', 'mengkirikan', 'mengkanankan', 'mengedepankan', 'menyerongkan', 'kiblat', 'karena', 'bumi', 'itu', 'bulatbola', 'duniaglobe', 'bukan', 'lingkarancircle', 'nseperti', 'gambar', 'yang', 'agan', 'kasih', 'nnimg', 's', 'kaskus', 'idimages', 'jpgimgnnnnini', 'yang', 'bikin', 'saya', 'mikir', 'gak', 'jelas', 'jadi', 'karena', 'nabi', 'muhammad', 'menentukan', 'kiblat', 'otomatis', 'dia', 'jadi', 'gagal', 'totalpenganut', 'flat', 'earth', 'gitu', 'nnmuslim', 'emang', 'sujud', 'kearah', 'kabah', 'tapi', 'kan', 'yang', 'di', 'sembahdisujudkan', 'allah', 'bukan', 'kabahnya', 'kabah', 'itu', 'kiblat', 'coba', 'kita', 'cari', 'tahu', 'dulu', 'apa', 'sih', 'fungsi', 'kiblat', 'kabah', 'itu', 'urlhttp', 'rumoncarter', 'blogspot', 'co', 'iddefinisidanfungsikiblat', 'html', 'mkiblat', 'kabah', 'memiliki', 'fungsi', 'sebagai', 'pemersatu', 'umat', 'islam', 'yang', 'apabila', 'mereka', 'dibiarkan', 'shalat', 'menghadap', 'ke', 'arah', 'mana', 'saja', 'yang', 'disukainya', 'maka', 'akan', 'nampaklah', 'perselisihanurl', 'url', 'rumaysho', 'commendukungfatwamuimengenaiarahkiblat', 'htmldan', 'ternyata', 'gak', 'mengahadap', 'kiblat', 'kabah', 'juga', 'boleh', 'cuman', 'ada', 'syaratsyaratnyakondisi', 'tertentu', 'urlnnnnedit', 'nlupa', 'ngomong', 'intinya', 'bumi', 'itu', 'bulat', 'bukan', 'lingkaran', 'nbulat', 'bola', 'tahu', 'bulat', 'dll', 'itu', 'beda', 'dari', 'lingkaran', 'uang', 'koin', 'ban', 'dll', 'nnimg', 's', 'kaskus', 'idimages', 'gifimgquotennkalau', 'gitu', 'knp', 'muslim', 'ga', 'ngumpul', 'ke', 'pulau', 'tematagi', 'lautan', 'pasifik', 'yg', 'kamu', 'sebut', 'itu', 'aja', 'krn', 'hny', 'disana', 'lah', 'aturan', 'arah', 'sholat', 'muhammad', 'tidak', 'mengalami', 'bug', 'ngakaknnselain', 'wilayah', 'itu', 'berarti', 'kiblat', 'sholat', 'mengarah', 'kalau', 'kita', 'ngoto', 'bilang', 'meggarah', 'nyatanya', 'muslim', 'sholat', 'ke', 'arah', 'langitbintang', 'bsekaligus', 'pantatinmembelakangib', 'kabbah', 'lihat', 'gambar', 'disini', 'muhammad', 'ketahuan', 'tidak', 'menyadari', 'bahwa', 'bumi', 'bulat', 'ngakaknnimg', 's', 'kaskus', 'idimages', 'jpgimgnnloe', 'nulis', 'panjang', 'sm', 'sekali', 'tidak', 'menjawab', 'kaliamt', 'saya', 'diatas', 'malah', 'ngelatur', 'kmn', 'ngakak']","['quoterausanvikriaefacacbmaaf', 'deh', 'paham', 'bodo', 'amatanabaikan', 'agama', 'cuman', 'penasaran', 'pemikiran', 'agan', 'ntadinya', 'pm', 'cuman', 'gak', 'gak', 'masukin', 'link', 'nnnnmaaf', 'aja', 'ketsnya', 'isi', 'komentar', 'dithreadnya', 'kaya', 'gini', 'nnnnmaksud', 'agan', 'wilayah', 'nnnnitu', 'wilayah', 'diatas', 'membelakangi', 'mengkirikan', 'mengkanankan', 'mengedepankan', 'menyerongkan', 'kiblat', 'bumi', 'bulatbola', 'duniaglobe', 'lingkarancircle', 'nseperti', 'gambar', 'agan', 'kasih', 'nnimg', 's', 'kaskus', 'idimages', 'jpgimgnnnnini', 'bikin', 'mikir', 'gak', 'nabi', 'muhammad', 'menentukan', 'kiblat', 'otomatis', 'gagal', 'totalpenganut', 'flat', 'earth', 'gitu', 'nnmuslim', 'emang', 'sujud', 'kearah', 'kabah', 'sembahdisujudkan', 'allah', 'kabahnya', 'kabah', 'kiblat', 'coba', 'cari', 'sih', 'fungsi', 'kiblat', 'kabah', 'urlhttp', 'rumoncarter', 'blogspot', 'co', 'iddefinisidanfungsikiblat', 'html', 'mkiblat', 'kabah', 'memiliki', 'fungsi', 'pemersatu', 'umat', 'islam', 'dibiarkan', 'shalat', 'menghadap', 'arah', 'disukainya', 'nampaklah', 'perselisihanurl', 'url', 'rumaysho', 'commendukungfatwamuimengenaiarahkiblat', 'htmldan', 'gak', 'mengahadap', 'kiblat', 'kabah', 'cuman', 'syaratsyaratnyakondisi', 'urlnnnnedit', 'nlupa', 'ngomong', 'intinya', 'bumi', 'bulat', 'lingkaran', 'nbulat', 'bola', 'bulat', 'dll', 'beda', 'lingkaran', 'uang', 'koin', 'ban', 'dll', 'nnimg', 's', 'kaskus', 'idimages', 'gifimgquotennkalau', 'gitu', 'knp', 'muslim', 'ga', 'ngumpul', 'pulau', 'tematagi', 'lautan', 'pasifik', 'yg', 'aja', 'krn', 'hny', 'disana', 'aturan', 'arah', 'sholat', 'muhammad', 'mengalami', 'bug', 'ngakaknnselain', 'wilayah', 'kiblat', 'sholat', 'mengarah', 'ngoto', 'bilang', 'meggarah', 'muslim', 'sholat', 'arah', 'langitbintang', 'bsekaligus', 'pantatinmembelakangib', 'kabbah', 'lihat', 'gambar', 'muhammad', 'ketahuan', 'menyadari', 'bumi', 'bulat', 'ngakaknnimg', 's', 'kaskus', 'idimages', 'jpgimgnnloe', 'nulis', 'sm', 'kaliamt', 'diatas', 'ngelatur', 'kmn', 'ngakak']",quoterausanvikriaefacacbmaaf deh paham bodo amatanabaikan agama cuman penasaran pikir agan ntadinya pm cuman gak gak masukin link nnnnmaaf aja ketsnya isi komentar dithreadnya kaya gin nnnnmaksud agan wilayah nnnnitu wilayah atas belakang kiri kanan depan serong kiblat bumi bulatbola duniaglobe lingkarancircle nseperti gambar agan kasih nnimg s kaskus idimages jpgimgnnnnini bikin mikir gak nabi muhammad tentu kiblat otomatis gagal totalpenganut flat earth gitu nnmuslim emang sujud arah kabah sembahdisujudkan allah kabah kabah kiblat coba cari sih fungsi kiblat kabah urlhttp rumoncarter blogspot co iddefinisidanfungsikiblat html mkiblat kabah milik fungsi satu umat islam biar shalat hadap arah suka nampaklah perselisihanurl url rumaysho commendukungfatwamuimengenaiarahkiblat htmldan gak mengahadap kiblat kabah cuman syaratsyaratnyakondisi urlnnnnedit nlupa ngomong inti bumi bulat lingkar nbulat bola bulat dll beda lingkar uang koin ban dll nnimg s kaskus idimages gifimgquotennkalau gitu knp muslim ga ngumpul pulau tematagi laut pasifik yg aja krn hny sana atur arah sholat muhammad alami bug ngakaknnselain wilayah kiblat sholat arah ngoto bilang meggarah muslim sholat arah langitbintang bsekaligus pantatinmembelakangib kabbah lihat gambar muhammad tahu sadar bumi bulat ngakaknnimg s kaskus idimages jpgimgnnloe nulis sm kaliamt atas ngelatur kmn ngakak
592,ditasoedarjo klo orang kaya dari takdir mah jauh dr sombong ria belaka suka bgd sama sikap ramah dan pedulia nya,instagram,0,0,0,0,"['ditasoedarjo', 'klo', 'orang', 'kaya', 'dari', 'takdir', 'mah', 'jauh', 'dr', 'sombong', 'ria', 'belaka', 'suka', 'bgd', 'sama', 'sikap', 'ramah', 'dan', 'pedulia', 'nya']","['ditasoedarjo', 'klo', 'orang', 'kaya', 'takdir', 'mah', 'dr', 'sombong', 'ria', 'belaka', 'suka', 'bgd', 'sikap', 'ramah', 'pedulia']",ditasoedarjo klo orang kaya takdir mah dr sombong ria belaka suka bgd sikap ramah pedulia
593,quotecpunk aebaabcenterncenterquotennibarat kalo babbi makan tai babbi ya hasilnya kayak gini nih gak jauh dari ampas babi,kaskus,0,0,0,1,"['quotecpunk', 'aebaabcenterncenterquotennibarat', 'kalo', 'babbi', 'makan', 'tai', 'babbi', 'ya', 'hasilnya', 'kayak', 'gini', 'nih', 'gak', 'jauh', 'dari', 'ampas', 'babi']","['quotecpunk', 'aebaabcenterncenterquotennibarat', 'kalo', 'babbi', 'makan', 'tai', 'babbi', 'hasilnya', 'kayak', 'gini', 'gak', 'ampas', 'babi']",quotecpunk aebaabcenterncenterquotennibarat kalo babbi makan tai babbi hasil kayak gin gak ampas babi
594,quoteshinfuafecfabnnislam nya mana nih yg di bela ngakak ja dah baca komeng lu fuck nnquotenneh buzzer pelacur bayaran nnnamanya persaudaraan islam itu lintas batas negara ras nngoblok jangan diumbar lah sini otong lu gua asah dulunbiar pinter fuck fuck fuck,kaskus,0,0,0,1,"['quoteshinfuafecfabnnislam', 'nya', 'mana', 'nih', 'yg', 'di', 'bela', 'ngakak', 'ja', 'dah', 'baca', 'komeng', 'lu', 'fuck', 'nnquotenneh', 'buzzer', 'pelacur', 'bayaran', 'nnnamanya', 'persaudaraan', 'islam', 'itu', 'lintas', 'batas', 'negara', 'ras', 'nngoblok', 'jangan', 'diumbar', 'lah', 'sini', 'otong', 'lu', 'gua', 'asah', 'dulunbiar', 'pinter', 'fuck', 'fuck', 'fuck']","['quoteshinfuafecfabnnislam', 'yg', 'bela', 'ngakak', 'ja', 'dah', 'baca', 'komeng', 'lu', 'fuck', 'nnquotenneh', 'buzzer', 'pelacur', 'bayaran', 'nnnamanya', 'persaudaraan', 'islam', 'lintas', 'batas', 'negara', 'ras', 'nngoblok', 'diumbar', 'otong', 'lu', 'gua', 'asah', 'dulunbiar', 'pinter', 'fuck', 'fuck', 'fuck']",quoteshinfuafecfabnnislam yg bela ngakak ja dah baca komeng lu fuck nnquotenneh buzzer lacur bayar nnnamanya saudara islam lintas batas negara ras nngoblok umbar otong lu gua asah dulunbiar pinter fuck fuck fuck
595,di korea gelandangan biasa ngumpul depan seoul station soalnya deket sama lotte mart plus ada pedagang asongan di dalam mnya,kaskus,0,0,0,0,"['di', 'korea', 'gelandangan', 'biasa', 'ngumpul', 'depan', 'seoul', 'station', 'soalnya', 'deket', 'sama', 'lotte', 'mart', 'plus', 'ada', 'pedagang', 'asongan', 'di', 'dalam', 'mnya']","['korea', 'gelandangan', 'ngumpul', 'seoul', 'station', 'deket', 'lotte', 'mart', 'plus', 'pedagang', 'asongan', 'mnya']",korea gelandang ngumpul seoul station deket lotte mart plus dagang asong mnya
596,whyu eka yg mana mantan presiden maksud nya mbah nya hehe jd klo mbah mu mantan presiden dimanamana jd eksklusif gitu,instagram,0,0,0,0,"['whyu', 'eka', 'yg', 'mana', 'mantan', 'presiden', 'maksud', 'nya', 'mbah', 'nya', 'hehe', 'jd', 'klo', 'mbah', 'mu', 'mantan', 'presiden', 'dimanamana', 'jd', 'eksklusif', 'gitu']","['whyu', 'eka', 'yg', 'mantan', 'presiden', 'maksud', 'mbah', 'hehe', 'jd', 'klo', 'mbah', 'mu', 'mantan', 'presiden', 'dimanamana', 'jd', 'eksklusif', 'gitu']",whyu eka yg mantan presiden maksud mbah hehe jd klo mbah mu mantan presiden dimanamana jd eksklusif gitu
